day,person_direction,top_outer_category,top_outer_neck_style,top_outer_fit,top_outer_formality,top_outer_design,top_outer_length,top_outer_sleeve_length,top_outer_reflection,top_outer_color,presence_of_top_inner,top_inner_category,top_inner_neck_style,top_inner_fit,top_inner_formality,top_inner_design,top_inner_length,top_inner_sleeve_length,top_inner_reflection,top_inner_color,bottom_category,bottom_design,bottom_fit,bottom_formality,bottom_color,person_id
23,back,t-shirt,round-neck,medium,informal,solid,short,long,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",jeans,solid,tight,semi-formal,"black",person3
24,front,jacket,turtle-neck,medium,informal,solid,short,long,yes,"dark_green",no,?,?,?,?,?,?,?,?,"?",jeans,solid,tight,semi-formal,"black",person3
24,back,jacket,turtle-neck,medium,informal,solid,short,long,yes,"dark_green",no,?,?,?,?,?,?,?,?,"?",jeans,solid,tight,semi-formal,"black",person3
25,front,jacket,hood,medium,semi-formal,solid,short,long,no,"dark_grey,black",no,?,?,?,?,?,?,?,?,"?",jeans,solid,tight,semi-formal,"black",person3
25,back,jacket,hood,medium,semi-formal,solid,short,long,no,"dark_grey",no,?,?,?,?,?,?,?,?,"?",jeans,solid,tight,semi-formal,"black",person3
26,front,t-shirt,round-neck,medium,informal,text,short,short,no,"white",no,?,?,?,?,?,?,?,?,"?",jeans,solid,tight,semi-formal,"black",person3
26,back,t-shirt,?,medium,informal,solid,short,short,no,"white",no,?,?,?,?,?,?,?,?,"?",jeans,solid,tight,semi-formal,"black",person3
27,front,t-shirt,round-neck,medium,informal,text,short,short,no,"pink,light_purple",no,?,?,?,?,?,?,?,?,"?",jeans,solid,tight,semi-formal,"black",person3
27,back,t-shirt,?,medium,informal,solid,short,short,no,"pink",no,?,?,?,?,?,?,?,?,"?",jeans,solid,tight,semi-formal,"black",person3
28,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"green,pink,white",no,?,?,?,?,?,?,?,?,"?",jeans,solid,tight,semi-formal,"black",person3
28,back,t-shirt,?,medium,informal,graphics_with_text,short,short,no,"green,white",no,?,?,?,?,?,?,?,?,"?",jeans,solid,tight,semi-formal,"black",person3
29,front,t-shirt,v-neck,medium,informal,text,short,long,no,"dark_grey,red",no,?,?,?,?,?,?,?,?,"?",jeans,solid,tight,semi-formal,"black",person3
29,back,t-shirt,?,medium,informal,solid,short,long,no,"dark_grey",no,?,?,?,?,?,?,?,?,"?",jeans,solid,tight,semi-formal,"black",person3
30,front,sweater,v-neck,loose,semi-formal,solid,short,long,no,"dark_orange",yes,t-shirt,v-neck,medium,informal,solid,?,?,no,"dark_grey",jeans,solid,tight,semi-formal,"black",person3
30,back,sweater,?,loose,semi-formal,solid,short,long,no,"dark_orange",no,?,?,?,?,?,?,?,?,"?",jeans,solid,tight,semi-formal,"black",person3
1,front,t-shirt,collar,medium,informal,hor_stripes,short,short,no,"dark_blue,white,light_grey",no,?,?,?,?,?,?,?,?,"?",shorts,solid,medium,informal,"dark_green",person4
1,back,t-shirt,collar,medium,informal,hor_stripes,short,short,no,"dark_blue,white,light_grey",no,?,?,?,?,?,?,?,?,"?",shorts,solid,medium,informal,"dark_green",person4
2,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"yellow,black",no,?,?,?,?,?,?,?,?,"?",shorts,checked_pattern,medium,informal,"dark_grey",person4
2,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"yellow",no,?,?,?,?,?,?,?,?,"?",shorts,checked_pattern,medium,informal,"dark_grey",person4
3,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"white,light_yellow",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue",person4
3,back,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"white,light_yellow",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue",person4
4,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"dark_brown,black",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue",person4
4,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"dark_brown",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue",person4
5,front,t-shirt,collar,medium,informal,hor_stripes,short,short,no,"dark_blue,white,light_grey",no,?,?,?,?,?,?,?,?,"?",shorts,solid,medium,informal,"white",person4
5,back,t-shirt,collar,medium,informal,hor_stripes,short,short,no,"dark_blue,white,light_grey",no,?,?,?,?,?,?,?,?,"?",shorts,solid,medium,informal,"white",person4
6,front,t-shirt,collar,medium,informal,hor_stripes,short,short,no,"dark_blue,light_green",no,?,?,?,?,?,?,?,?,"?",shorts,solid,medium,informal,"white",person4
6,back,t-shirt,collar,medium,informal,hor_stripes,short,short,no,"dark_blue,light_green",no,?,?,?,?,?,?,?,?,"?",shorts,solid,medium,informal,"white",person4
7,front,t-shirt,round-neck,medium,informal,hor_stripes,short,short,no,"white,light_pink",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,loose,informal,"light_grey",person4
7,back,t-shirt,round-neck,medium,informal,hor_stripes,short,short,no,"white,light_pink",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,loose,informal,"light_grey",person4
8,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"dark_brown,black",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,loose,informal,"light_grey",person4
8,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"dark_brown",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,loose,informal,"light_grey",person4
9,front,hoodie,v-neck,medium,informal,solid,short,long,no,"black",yes,t-shirt,round-neck,medium,informal,solid,?,?,no,"dark_brown",jeans,N-tone,medium,informal,"dark_blue",person4
9,back,hoodie,hood,medium,informal,solid,short,long,no,"black",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue",person4
10,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"dark_brown,black",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue",person4
10,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"dark_brown",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue",person4
11,front,t-shirt,round-neck,medium,informal,hor_stripes,short,short,no,"white,light_pink",no,?,?,?,?,?,?,?,?,"?",shorts,solid,medium,informal,"white",person4
11,back,t-shirt,round-neck,medium,informal,hor_stripes,short,short,no,"white,light_pink",no,?,?,?,?,?,?,?,?,"?",shorts,solid,medium,informal,"white",person4
12,front,t-shirt,collar,medium,informal,hor_stripes,short,short,no,"dark_blue,white,light_grey",no,?,?,?,?,?,?,?,?,"?",shorts,solid,medium,informal,"white",person4
12,back,t-shirt,collar,medium,informal,hor_stripes,short,short,no,"dark_blue,white,light_grey",no,?,?,?,?,?,?,?,?,"?",shorts,solid,medium,informal,"white",person4
13,front,t-shirt,collar,medium,informal,hor_stripes,short,short,no,"dark_blue,light_green",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,loose,informal,"light_grey",person4
13,back,t-shirt,collar,medium,informal,hor_stripes,short,short,no,"dark_blue,light_green",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,loose,informal,"light_grey",person4
14,front,hoodie,v-neck,medium,informal,solid,short,long,no,"black",yes,t-shirt,round-neck,medium,informal,hor_stripes,?,?,no,"dark_grey,light_grey",jeans,N-tone,medium,informal,"dark_blue",person4
14,back,hoodie,hood,medium,informal,solid,short,long,no,"black",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue",person4
15,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"black,yellow,light_blue,light_brown,white",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,loose,informal,"dark_grey",person4
15,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"black",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,loose,informal,"dark_grey",person4
16,front,hoodie,v-neck,medium,informal,solid,short,long,no,"black",yes,t-shirt,round-neck,medium,informal,graphics_with_text,?,?,no,"dark_red,white",shorts,solid,medium,informal,"dark_green",person4
16,back,hoodie,hood,medium,informal,solid,short,long,no,"black",no,?,?,?,?,?,?,?,?,"?",shorts,solid,medium,informal,"dark_green",person4
17,front,hoodie,v-neck,medium,informal,solid,short,long,no,"black",yes,t-shirt,round-neck,medium,informal,hor_stripes,?,?,no,"light_yellow",jeans,N-tone,medium,informal,"dark_blue",person4
17,back,hoodie,hood,medium,informal,solid,short,long,no,"black",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue",person4
18,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"dark_red,white,black",no,?,?,?,?,?,?,?,?,"?",shorts,solid,medium,informal,"light_grey",person4
18,back,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"dark_red",no,?,?,?,?,?,?,?,?,"?",shorts,solid,medium,informal,"light_grey",person4
19,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"light_grey,white,black",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,loose,informal,"black",person4
19,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"light_grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,loose,informal,"black",person4
20,front,hoodie,v-neck,medium,informal,solid,short,long,no,"black",yes,t-shirt,round-neck,medium,informal,graphics_with_text,?,?,no,"light_grey,white",sweat_pants,solid,loose,informal,"black",person4
20,back,hoodie,hood,medium,informal,solid,short,long,no,"black",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,loose,informal,"black",person4
21,front,hoodie,v-neck,medium,informal,solid,short,long,no,"black",yes,t-shirt,round-neck,medium,informal,graphics_with_text,?,?,no,"dark_red,white",sweat_pants,solid,loose,informal,"black",person4
21,back,hoodie,hood,medium,informal,solid,short,long,no,"black",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,loose,informal,"black",person4
22,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"dark_red,white,black",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,loose,informal,"black",person4
22,back,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"dark_red",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,loose,informal,"black",person4
23,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"black,yellow,light_blue,light_brown,white",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,loose,informal,"black",person4
23,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"black",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,loose,informal,"black",person4
24,front,hoodie,v-neck,medium,informal,solid,short,long,no,"black",yes,t-shirt,round-neck,medium,informal,graphics_with_text,?,?,no,"black,yellow,light_blue,light_brown,white",sweat_pants,solid,loose,informal,"black",person4
24,back,hoodie,hood,medium,informal,solid,short,long,no,"black",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,loose,informal,"black",person4
25,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"light_grey,white,black",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,loose,informal,"black",person4
25,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"light_grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,loose,informal,"black",person4
26,front,hoodie,v-neck,medium,informal,solid,short,long,no,"black",yes,t-shirt,round-neck,medium,informal,graphics_with_text,?,?,no,"light_grey",sweat_pants,solid,loose,informal,"black",person4
26,back,hoodie,hood,medium,informal,solid,short,long,no,"black",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,loose,informal,"black",person4
27,front,t-shirt,collar,medium,informal,hor_stripes,short,short,no,"black,white,light_blue",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,loose,informal,"black",person4
27,back,t-shirt,collar,medium,informal,hor_stripes,short,short,no,"black,white,light_blue",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,loose,informal,"black",person4
28,front,hoodie,v-neck,medium,informal,solid,short,long,no,"black",yes,t-shirt,collar,medium,informal,hor_stripes,?,?,no,"black,white,light_blue",sweat_pants,solid,loose,informal,"black",person4
28,back,hoodie,hood,medium,informal,solid,short,long,no,"black",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,loose,informal,"black",person4
29,front,t-shirt,round-neck,medium,informal,graphics,short,short,no,"white,black,orange,blue,light_green",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,loose,informal,"black",person4
29,back,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"white,black,orange,blue,light_green",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,loose,informal,"black",person4
30,front,hoodie,v-neck,medium,informal,solid,short,long,no,"black",yes,t-shirt,round-neck,medium,informal,solid,?,?,no,"white",sweat_pants,solid,loose,informal,"black",person4
30,back,hoodie,hood,medium,informal,solid,short,long,no,"black",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,loose,informal,"black",person4
1,front,shirt,?,loose,informal,checked_pattern,short,long,no,"white,black",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"black",person5
1,back,shirt,?,loose,informal,checked_pattern,short,long,no,"white,black",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"black",person5
2,front,sweater,collar,loose,informal,solid,short,long,no,"pink",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"black",person5
2,back,sweater,collar,loose,informal,solid,short,long,no,"pink",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"black",person5
3,front,t-shirt,round-neck,loose,informal,graphics,short,long,no,"white,black",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"black",person5
3,back,t-shirt,?,loose,informal,solid,short,long,no,"black",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"black",person5
4,front,sweater,collar,loose,informal,solid,short,long,no,"pink",yes,shirt,round-neck,loose,informal,graphics,?,?,no,"black,white",sweat_pants,solid,medium,informal,"black",person5
4,back,sweater,collar,loose,informal,solid,short,long,no,"pink",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"black",person5
5,front,t-shirt,round-neck,loose,informal,graphics,short,long,no,"white,black",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"black",person5
5,back,t-shirt,?,loose,informal,solid,short,long,no,"black",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"black",person5
6,front,jacket,collar,loose,informal,dotted_pattern,short,long,no,"white,black",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"black",person5
6,back,jacket,collar,loose,informal,dotted_pattern,short,long,no,"white,black",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"black",person5
7,front,shirt,?,loose,informal,checked_pattern,short,long,no,"white,black",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"black",person5
7,back,shirt,?,loose,informal,checked_pattern,short,long,no,"white,black",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"black",person5
8,front,jacket,v-neck,loose,informal,ver_stripes,short,long,no,"pink,grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"black",person5
8,back,jacket,hood,loose,informal,ver_stripes,short,long,no,"pink,grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"black",person5
9,front,hoodie,v-neck,medium,informal,ver_stripes,short,long,no,"dark_grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"black",person5
9,back,hoodie,hood,medium,informal,ver_stripes,short,long,no,"dark_grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"black",person5
10,front,sweater,collar,medium,informal,solid,short,long,no,"white",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"black",person5
10,back,sweater,collar,medium,informal,solid,short,long,no,"white",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"black",person5
11,front,jacket,?,loose,informal,hor_stripes,short,long,no,"pink,grey",yes,sweater,collar,medium,informal,solid,?,long,no,"white",sweat_pants,solid,medium,informal,"black",person5
11,back,jacket,?,loose,informal,hor_stripes,short,long,no,"pink,grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"black",person5
12,front,jacket,v-neck,loose,informal,hor_stripes,short,long,no,"pink,grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"black",person5
12,back,jacket,hood,loose,informal,hor_stripes,short,long,no,"pink,grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"black",person5
13,front,sweater,collar,loose,informal,solid,short,long,no,"pink",yes,sweater,collar,medium,informal,solid,?,long,no,"white",sweat_pants,solid,medium,informal,"black",person5
13,back,sweater,collar,loose,informal,solid,short,long,no,"pink",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"black",person5
14,front,t-shirt,round-neck,loose,informal,graphics,short,long,no,"white,black",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"black",person5
14,back,t-shirt,?,loose,informal,solid,short,long,no,"black",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"black",person5
15,front,hoodie,?,loose,informal,solid,short,long,no,"dark_grey",yes,shirt,collar,loose,informal,solid,?,long,no,"light_blue",jeans,solid,tight,informal,"blue",person5
15,back,hoodie,hood,loose,informal,solid,short,long,no,"dark_grey",no,?,?,?,?,?,?,?,?,"?",jeans,solid,tight,informal,"blue",person5
16,front,jacket,?,loose,informal,solid,short,long,no,"light_yellow",yes,shirt,collar,loose,informal,solid,?,long,no,"light_blue",jeans,solid,tight,informal,"blue",person5
16,back,jacket,hood,loose,informal,solid,short,long,no,"light_yellow",no,?,?,?,?,?,?,?,?,"?",jeans,solid,tight,informal,"blue",person5
17,front,t-shirt,round-neck,loose,informal,solid,short,long,no,"dark_grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"black",person5
17,back,t-shirt,round-neck,loose,informal,solid,short,long,no,"dark_grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"black",person5
18,front,hoodie,v-neck,loose,informal,solid,short,long,no,"dark_grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"black",person5
18,back,hoodie,hood,loose,informal,solid,short,long,no,"dark_grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"black",person5
19,front,jacket,v-neck,loose,informal,solid,short,long,no,"dark_grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"black",person5
19,back,jacket,hood,loose,informal,solid,short,long,no,"dark_grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"black",person5
20,front,jacket,?,loose,informal,solid,short,long,no,"black",yes,shirt,collar,loose,informal,solid,?,long,no,"light_blue",jeans,solid,tight,informal,"blue",person5
20,back,jacket,hood,loose,informal,solid,short,long,no,"black",no,?,?,?,?,?,?,?,?,"?",jeans,solid,tight,informal,"blue",person5
21,front,sweater,round-neck,medium,informal,solid,short,long,no,"red",no,?,?,?,?,?,?,?,?,"?",jeans,solid,tight,informal,"blue",person5
21,back,sweater,?,medium,informal,solid,short,long,no,"red",no,?,?,?,?,?,?,?,?,"?",jeans,solid,tight,informal,"blue",person5
22,front,jacket,v-neck,loose,informal,solid,short,long,no,"light_yellow",yes,sweater,round-neck,medium,informal,solid,?,long,no,"red",jeans,solid,tight,informal,"blue",person5
22,back,jacket,hood,loose,informal,solid,short,long,no,"light_yellow",no,?,?,?,?,?,?,?,?,"?",jeans,solid,tight,informal,"blue",person5
23,front,jacket,v-neck,loose,informal,checked_pattern,short,long,no,"brown,dark_green",no,?,?,?,?,?,?,?,?,"?",jeans,solid,tight,informal,"blue",person5
23,back,jacket,collar,loose,informal,checked_pattern,short,long,no,"brown,dark_green",no,?,?,?,?,?,?,?,?,"?",jeans,solid,tight,informal,"blue",person5
24,front,jacket,v-neck,loose,informal,solid,short,long,no,"black",yes,sweater,round-neck,medium,informal,solid,?,long,no,"red",jeans,solid,tight,informal,"blue",person5
24,back,jacket,hood,loose,informal,solid,short,long,no,"black",no,?,?,?,?,?,?,?,?,"?",jeans,solid,tight,informal,"blue",person5
